 domain, category, score, first_seen, last_seen, ports (|)
 zfkfabzbte.biz,5,27,2014-04-28,2014-05-01,80
 2.ns1631261.com,1,107,2014-01-08,2014-07-07,8080
 49.nsvhn987.com,1,92,2013-09-03,2014-07-12,8080
 depositmobi.com,38,112,2013-01-22,2014-07-14,80
 gcoglestats.com,1,42,2011-11-14,2013-09-13,80
 lb1networks.com,5,68,2011-04-05,2014-07-11,80
 powerpackdl.com,5,117,2013-01-06,2014-07-14,80
 skiesswipe.info,29,50,2014-04-19,2014-04-19,
 sky.dsnetwb.com,35,115,2013-01-05,2014-05-29,80
 sup3r.zapto.org,1,25,2013-07-16,2013-08-20,6667
 wkabaspswbf.com,1,42,2013-01-05,2014-05-26,443
 yuhai.kmras.com,1,22,2014-06-08,2014-06-18,2013 2014 3972
 107.nsvhn987.com,1,107,2013-03-06,2014-06-27,8080
 120.nsvhn987.com,15,27,2013-03-22,2014-06-27,6969
 137.nsvhn987.com,29,106,2013-02-28,2014-06-09,
 181.nsvhn987.com,15,87,2013-03-05,2014-07-15,6969
 8155333.3322.org,1,50,2013-06-02,2014-07-07,81
 aarondastrup.com,1,92,2013-09-11,2014-07-11,80
 checkspeed.co.kr,24,25,2013-11-18,2014-04-06,80
 dl.installiq.com,5,122,2010-12-17,2014-07-16,80
 free-for-now.com,5,107,2014-05-05,2014-07-13,80
 gogrooming.vv.cc,27,93,2014-06-13,2014-06-13,80
 gstudio.gicp.net,25,120,2013-09-18,2014-06-24,80
 img1d8host.co.cc,29,127,2014-04-02,2014-05-14,
 pds23.egloos.com,5,102,2013-10-21,2014-06-19,80
 tubemymail.ce.ms,27,47,2014-03-28,2014-04-28,80
 uld3r.q8hell.org,9,72,2013-10-21,2014-05-23,6667
 xoom.virgilio.it,24,116,2013-02-28,2014-07-03,80
 dld.baseflash.com,5,67,2014-03-07,2014-07-04,80
 downloadstock.net,35,93,2013-11-29,2014-06-09,80
 heveahome.home.pl,35,55,2014-06-11,2014-06-11,80
 nicejob.no-ip.org,1,97,2014-02-12,2014-02-12,1177
 p2.radio-zona.net,35,95,2014-06-04,2014-06-04,80
 server2012.uee.cn,1,35,2013-08-13,2014-06-06,9100
 sf.mirror.garr.it,35,103,2012-05-21,2014-06-14,80
 turnaliinsaat.com,1,112,2014-04-26,2014-04-26,443
 union.pk2012.info,35,111,2013-02-07,2014-06-10,80
 www.center-pss.ru,35,112,2014-05-08,2014-05-09,80
 www.dlfreenow.com,35,119,2013-10-18,2014-06-16,80
 www.greenbeach.de,35,103,2013-12-02,2014-06-11,80
 www.hbfangjia.com,35,121,2014-03-03,2014-06-12,787 999
 xupameutrampo.com,1,112,2014-05-02,2014-07-12,80
 a1574.g.akamai.net,35,119,2012-08-09,2014-07-09,80
 as3864892.3322.org,1,102,2013-10-06,2014-02-08,8001 8003 8000
 daimoom3.zapto.org,1,90,2012-03-15,2012-03-15,81
 ggsvdanayrux.co.uk,29,127,2014-05-04,2014-05-04,80
 gjgtakekrhgx.co.uk,29,127,2014-06-08,2014-06-08,80
 ifjmfvvnpibh.co.uk,29,127,2013-10-22,2014-05-29,80
 img.bitlordcdn.com,35,125,2013-12-17,2014-06-19,80
 makishima.ddns.net,1,97,2014-07-11,2014-07-11,1604
 my20052.jjcc88.com,1,92,2013-03-27,2014-07-05,80
 pc1.114central.com,1,117,2013-09-19,2014-07-15,80
 push.senddroid.com,5,122,2012-09-06,2014-07-14,80
 stylestylelife.com,35,103,2014-04-03,2014-06-19,80
 wqjkzx000.3322.org,1,77,2012-11-11,2014-07-06,2086 8080
 www.shibeiwang.net,1,87,2014-04-13,2014-06-16,80
 026fd.api.socdn.com,5,72,2014-06-19,2014-07-14,80
 1a7c6.api.socdn.com,5,62,2014-06-30,2014-07-04,80
 7cca4.api.socdn.com,5,82,2014-06-19,2014-07-13,80
 a1726.g1.akamai.net,35,119,2012-08-25,2014-05-05,80
 adf9f.api.socdn.com,5,92,2014-06-24,2014-07-14,80
 agvf4ox.cosanne.net,29,127,2014-03-26,2014-03-26,80
 dl71.blacksunn.info,35,71,2014-06-05,2014-06-05,80
 down.ezoneclick.com,35,109,2014-04-22,2014-06-08,80
 e73bd.api.socdn.com,5,122,2014-06-19,2014-07-13,80
 f2361.api.socdn.com,5,77,2014-06-21,2014-07-05,80
 firstdefender.co.cc,29,50,2014-04-12,2014-04-12,
 hdtjkrtpekmkf.co.uk,29,101,2014-06-21,2014-06-21,80
 speedsolution.co.kr,5,90,2012-08-06,2014-05-22,80
 vaccineclinic.co.kr,24,68,2013-05-19,2014-05-19,80
 wachapikchaid91.com,1,112,2014-03-31,2014-07-02,80
 winimevosecproxe.ru,29,127,2014-04-15,2014-05-26,
 091603.api.socdn.com,5,112,2014-07-08,2014-07-14,80
 2bdec5.api.socdn.com,5,112,2014-07-05,2014-07-14,80
 589448213.qseach.com,1,120,2014-07-11,2014-07-11,80
 926897883.qseach.com,1,120,2014-07-11,2014-07-11,80
 b34083.api.socdn.com,5,122,2014-06-29,2014-07-17,80
 car.club.peocity.com,28,59,2014-04-03,2014-05-10,443
 dogandbabysafety.com,28,124,2014-01-06,2014-01-10,443
 e9c87f.api.socdn.com,5,122,2014-06-29,2014-07-15,80
 eoinambnbewqxi.co.uk,29,127,2014-05-25,2014-05-26,80
 fbf94e.api.socdn.com,5,112,2014-07-07,2014-07-14,80
 l.searchdealsapp.com,5,112,2013-08-04,2014-07-14,80
 motorolaupload.co.cc,29,127,2014-04-08,2014-05-18,
 proffidriversun.info,5,102,2013-05-22,2014-06-13,80
 touchpad-blocker.com,35,102,2013-08-16,2014-03-15,80
 zouwenyong.f3322.org,29,50,2014-04-09,2014-04-09,
 client.updatestar.com,35,123,2013-09-12,2014-06-19,80
 dl2.bestplayer.com.pl,35,115,2013-05-03,2014-05-24,80
 ftp.agconnections.com,35,73,2013-06-29,2014-06-15,80
 iylyg.ow5dirasuek.com,29,127,2014-06-01,2014-06-01,80
 productredirect.co.cc,29,93,2014-02-27,2014-06-22,
 safari.sd.softonic.it,5,72,2014-04-13,2014-06-30,80
 videolan.szerverem.hu,35,65,2014-03-17,2014-06-16,80
 www.codevaccine.co.kr,24,95,2013-05-19,2014-06-15,80
 www.orleans.sc.gov.br,1,25,2014-04-19,2014-05-07,80
 xiaoyanceshi.3322.org,1,107,2012-11-15,2014-05-06,6789
 yu745578696.f3322.org,1,40,2014-02-08,2014-07-05,14 81 528 2015 8091
 zhuzhugaoyun.3322.org,1,67,2011-11-02,2014-07-05,2011 8081 8888
 e6337.g.akamaiedge.net,35,127,2013-08-13,2014-06-18,80
 hitman.sd.softonic.com,5,107,2012-10-25,2014-07-13,80
 master1.teamviewer.com,30,120,2013-02-22,2014-06-04,80
 www.strongrecovery.com,35,105,2013-03-06,2014-05-26,80
 carnotes.sd.softonic.fr,5,30,2014-05-01,2014-05-02,80
 master12.teamviewer.com,30,120,2013-07-31,2014-07-14,80
 master16.teamviewer.com,30,120,2013-05-26,2014-05-14,80
 organizasyonservisi.com,1,117,2012-09-28,2014-07-08,80
 phet.sd.en.softonic.com,5,75,2014-07-12,2014-07-12,80
 www.pazera-software.com,35,107,2013-08-23,2014-06-01,80
 1e22d.perfectchoice1.com,29,100,2014-04-19,2014-06-03,
 1e9bf.perfectchoice1.com,29,127,2014-04-07,2014-05-17,
 24339.perfectchoice1.com,29,127,2014-03-24,2014-04-08,
 forces.downloaderzdes.ru,5,117,2013-11-22,2014-07-14,80
 qa.getapplicationmy.info,35,89,2014-05-11,2014-06-13,80
 tara.mistralaucanada.com,1,35,2013-09-17,2014-06-17,80
 v-ray.sd.softonic.com.br,5,35,2012-11-21,2013-03-25,80
 2to626li54a4c68.driuca.ru,1,102,2014-06-29,2014-07-14,80
 6ymr3129ekf4ezd.javoki.ru,1,112,2014-07-02,2014-07-14,80
 dlt28apz7.ow5dirasuek.com,29,100,2013-06-11,2014-03-29,80
 drivereasy.sd.softonic.it,5,35,2013-11-07,2014-07-14,80
 snagit.sd.en.softonic.com,5,122,2012-07-27,2014-07-16,80
 vsitlsec.upasinfection.ru,29,100,2014-05-17,2014-05-17,80
 www.silveragesoftware.com,35,67,2014-01-09,2014-06-17,80
 xqpwsgyxvkxcifjbdiuglf.ru,29,92,2014-06-01,2014-06-12,80
 download1011.mediafire.com,35,51,2014-06-09,2014-06-09,80
 downloads.bigfishgames.com,35,111,2013-06-01,2014-06-15,80
 secure.13-pn-installer.com,35,109,2014-06-05,2014-06-15,80
 secure.5-fusioninstall.com,35,83,2014-03-14,2014-06-08,80
 taurus.danuoyi.tbcache.com,35,65,2012-09-18,2014-06-13,80
 veabvomfrkbtkfyojtibzpf.ru,29,100,2014-06-08,2014-06-08,80
 3.list.fullmediastorage.com,5,112,2012-10-03,2014-06-03,80
 70207.cname.ndoverdrive.com,24,122,2013-01-30,2014-05-07,80
 bsplayer.sd.nl.softonic.com,5,35,2012-11-07,2014-05-06,80
 ietester.sd.nl.softonic.com,5,42,2014-06-29,2014-06-30,80
 jw-inbox.sd.softonic.com.br,5,77,2014-06-21,2014-07-06,80
 landmass.sd.softonic.com.br,5,87,2014-07-08,2014-07-09,80
 quantumlightconnections.com,1,87,2014-02-03,2014-04-07,80
 samsung-kies.sd.softonic.fr,5,87,2012-10-14,2014-07-09,80
 aaaaa.hostingsiteforfree.com,1,30,2014-05-08,2014-05-08,80
 cheat-engine.sd.softonic.com,5,112,2012-05-25,2014-07-14,80
 dpy22z83rm3zu.cloudfront.net,35,81,2012-08-11,2014-06-10,80
 install.optimuminstaller.com,35,123,2013-08-06,2014-06-12,80
 lightshot.sd.en.softonic.com,5,32,2013-04-19,2014-06-28,80
 p9949.nb.host192-168-1-2.com,1,97,2014-05-04,2014-05-04,80
 r7402.nb.host192-168-1-2.com,1,67,2014-05-04,2014-05-04,80
 softdl.pcdoctor.kingsoft.com,35,69,2013-10-22,2014-06-18,80
 subtitle-edit.sd.softonic.it,5,35,2014-05-08,2014-05-08,80
 x1aqjzv48e.konditerskaja.org,1,42,2013-10-19,2014-06-04,8000
 jvfqopnijlzducpkfzxzthpzgq.ru,29,85,2014-06-01,2014-06-05,80
 qgehwkrjblfroaycilnciugqwx.ru,29,92,2014-06-01,2014-06-12,80
 rehmanconstruction.webatu.com,1,42,2012-05-17,2014-05-02,80
 downloadspot8.nextgencoup.info,35,77,2014-05-21,2014-05-27,80
 bug-shooting.sd.en.softonic.com,5,77,2012-06-07,2014-07-07,80
 cache-default02f.cdn.yandex.net,35,97,2013-01-20,2014-05-28,80
 diggerworld.gameplay-mirhack.tk,27,94,2014-06-11,2014-06-14,80
 lfvbondencycausticallywutaq.com,29,100,2014-04-08,2014-04-08,80
 magic-iso-maker.sd.softonic.com,5,35,2012-05-27,2014-07-14,80
 r1043.nb.host-domain-lookup.com,1,120,2014-05-03,2014-05-03,80
 cool-record-edit.sd.softonic.com,5,35,2012-08-17,2014-03-30,80
 photo-pos-pro.sd.en.softonic.com,5,107,2012-11-17,2014-07-13,80
 gta-iv-san-andreas.sd.softonic.de,5,45,2012-11-06,2014-06-22,80
 viber-pour-windows.sd.softonic.fr,5,60,2013-10-07,2013-12-31,80
 nutrition-facts.sd.en.softonic.com,5,45,2012-11-19,2014-07-16,80
 tintii-photo-filter.sd.softonic.fr,5,32,2014-05-22,2014-06-16,80
 nero-burning-rom.sd.nl.softonic.com,5,112,2014-05-06,2014-07-14,80
 tuneup-utilities.sd.en.softonic.com,5,82,2012-07-27,2014-07-08,80
 whitebillllane.diocesedebanfora.org,1,102,2014-05-04,2014-06-16,80
 ekahau-heatmapper.sd.en.softonic.com,5,107,2014-06-20,2014-07-13,80
 lcnrn1j84thyzf18oielo9f.brestavi.com,35,61,2014-06-14,2014-06-14,80
 personal-finances.sd.en.softonic.com,5,30,2014-06-22,2014-06-22,80
 smart-gif-creator.sd.en.softonic.com,5,82,2014-07-08,2014-07-08,80
 gta-iv-san-andreas.sd.en.softonic.com,5,107,2012-07-27,2014-07-13,80
 rakion-chaos-force.sd.nl.softonic.com,5,77,2014-07-04,2014-07-14,80
 ultra-autocad-tool.sd.en.softonic.com,5,30,2014-05-27,2014-05-27,80
 hard-drive-scandisk-pro.sd.softonic.com,5,35,2014-04-06,2014-05-17,80
 age-of-conan-unchained.sd.en.softonic.com,5,82,2014-07-07,2014-07-08,80
 aurora-3d-text-logo-maker.sd.softonic.com,5,82,2014-06-23,2014-06-23,80
 69r9tew9axxw3e3634k0ir44bo7s86.ipcheker.com,1,97,2012-09-06,2012-09-08,80
 java-runtime-environment-64.ud.softonic.com,5,117,2014-07-09,2014-07-15,80
 m03cbjc5800py7v646lqvlfv423dko.ipcheker.com,1,87,2013-01-22,2013-01-28,80
 qnd64v25f3fyo4p01c1j8i07f9tgoa.ipcheker.com,1,87,2012-12-20,2013-01-15,80
 fc-barcelona-6-copas-wallpapers.sd.softonic.com,5,22,2014-06-18,2014-06-26,80
 kaspersky-anti-virus-remover.sd.softonic.com.br,5,40,2014-06-04,2014-06-05,80
 nvidia-geforce-driver-vista-7-64.sd.softonic.com.br,5,42,2014-06-23,2014-06-23,80
 55l.com,1,30,2013-03-01,2014-07-12,80
 edal.cc,1,62,2014-06-09,2014-06-19,443
 gkrw.su,1,57,2013-11-17,2014-05-06,80
 123dnf.tk,27,48,2014-04-29,2014-04-29,80
 85773.com,35,69,2013-06-04,2014-06-18,80
 ad.oyy.ru,27,63,2013-11-05,2014-05-14,80
 eprnm.net,29,127,2013-08-15,2014-04-21,80
 gckoh.net,29,127,2013-08-27,2014-03-29,80
 liiiss.su,27,91,2013-11-28,2014-06-11,80
 ord-ix.ch,35,109,2013-04-15,2014-06-05,80
 cafeina.tk,27,115,2014-05-03,2014-05-03,80
 chiaka.com,1,67,2014-07-05,2014-07-05,80
 dandeo.biz,1,82,2013-11-01,2014-05-05,80
 dl.zvu.com,15,27,2013-10-19,2014-07-10,80
 hyap98.com,1,122,2014-05-19,2014-07-15,80
 load4sf.ru,1,65,2014-01-14,2014-06-03,80
 myaitz.com,1,70,2011-07-18,2014-07-08,80
 caz.25u.com,1,60,2014-03-25,2014-04-15,2013
 dl.ekzo.org,35,123,2013-09-11,2014-06-16,80
 ein.ixie.pl,29,126,2013-01-21,2014-07-13,
 elebara.net,29,127,2013-09-22,2014-06-09,
 gg.h365.net,1,35,2013-06-10,2014-02-04,413 423
 hocey.cz.cc,27,45,2012-01-06,2014-05-23,80
 rcf.tanz.pl,29,125,2013-05-17,2014-07-08,
 sys.zief.pl,29,120,2013-01-17,2014-07-16,
 udpl.com.pk,28,46,2014-01-25,2014-02-22,443
 yi.kilme.pl,29,124,2013-03-13,2014-07-14,
 zeus0987.tk,27,71,2014-04-09,2014-05-22,80
 99movie.info,28,23,2014-01-13,2014-04-04,443
 cdl.zcom.com,35,103,2012-01-05,2014-05-29,80
 get.atube.me,35,103,2012-11-24,2014-06-11,80
 inst.avg.com,5,112,2013-07-21,2014-07-14,80
 naturpic.com,35,51,2012-12-21,2014-06-09,80
 waxshmax.org,29,127,2013-10-15,2014-04-03,80
 xz.yj005.com,35,71,2013-09-18,2014-05-08,80
 apache.tue.nl,35,103,2013-08-20,2014-06-01,80
 cjcr-soft.com,35,95,2014-01-29,2014-02-24,80
 deadhost.info,1,117,2014-04-01,2014-07-04,80
 dow2.boyxx.us,1,122,2011-02-26,2014-06-05,80
 freeunrar.com,35,52,2014-03-15,2014-03-21,80
 letavr.hol.es,1,87,2014-07-06,2014-07-08,21
 lif0n0pus.org,1,117,2013-03-01,2014-07-13,443
 lynefov.co.cc,29,50,2014-04-09,2014-04-09,
 poopthree.com,29,126,2013-01-10,2014-07-17,
 tkpt.tukv.biz,1,27,2014-01-24,2014-06-27,8000
 trnuwtf.co.cc,29,50,2014-04-13,2014-04-13,
 volovanes.com,9,23,2013-10-28,2014-05-28,14789
 www.bbsyl.com,1,127,2013-08-06,2014-07-04,719 815 5688 8069 8079
 z.joyyv01.com,9,124,2013-05-26,2014-05-05,6511
 ftp2.ntius.com,35,125,2014-01-23,2014-06-14,80
 ropedgirls.com,1,25,2013-07-13,2014-05-31,80
 word.hopto.org,25,120,2014-02-20,2014-06-16,80
 www.filzip.com,35,63,2013-02-08,2014-06-15,80
 www.wto.net.my,1,75,2014-03-31,2014-06-10,80
 wwworldnet.com,1,107,2014-05-13,2014-06-10,80
 4six1l9d4.co.cc,29,79,2014-05-06,2014-05-06,
 65972.dns7u.com,29,50,2014-03-28,2014-03-28,443
 96100.dns0h.net,29,50,2014-03-23,2014-03-23,443
 busiba.3322.org,1,57,2012-09-13,2014-07-03,2010 8000
 files.sa-mp.com,35,71,2013-07-20,2014-06-02,80
 harrowmedia.com,1,117,2013-12-10,2014-06-19,443
 irc.ircworld.nl,9,51,2013-03-01,2014-05-02,6667
 mkkuei4kdsz.com,1,122,2012-12-01,2014-07-05,80
 opqkcmfjeuxo.tk,27,91,2013-12-27,2014-06-11,80
 rytermerz.co.cc,29,100,2014-04-12,2014-04-12,
 sanmer.3322.org,1,82,2013-02-19,2013-08-09,2008
 sewibonypar.com,24,41,2012-05-25,2014-04-22,80
 socgames.moy.su,27,51,2014-01-30,2014-05-02,80
 test.adpooh.com,37,122,2012-09-28,2014-07-13,80
 xdqzpbcgrvkj.ru,27,121,2013-04-04,2014-07-11,80
 xjpakmdcfuqe.in,1,102,2012-12-30,2014-07-15,80
 146.nsvhn987.com,29,126,2013-03-28,2014-07-16,
 5022884.3322.org,35,59,2014-06-13,2014-06-13,108
 bokevulawiqo.com,24,66,2013-06-11,2014-06-14,80
 cnblol.zapto.org,1,117,2014-06-19,2014-06-19,83
 fei9988.3322.org,1,117,2012-09-15,2014-07-11,8080
 milionzaslowo.pl,35,51,2014-06-07,2014-06-09,80
 mixolyzegito.com,24,74,2011-05-10,2014-05-25,80
 mumadea.3322.org,1,67,2014-05-14,2014-05-14,7376
 p34300.cdngc.net,35,123,2014-06-14,2014-06-18,80
 qsvyms.myftp.biz,25,120,2014-05-22,2014-05-22,80
 torichipinis.com,1,72,2014-07-04,2014-07-05,80
 117.ns1631261.com,1,107,2014-05-29,2014-07-15,8080
 19861227.3322.org,1,32,2013-10-13,2014-06-28,1986
 bbb.gigasphere.su,9,119,2013-09-23,2014-07-02,4042 9000
 blueriverarts.com,1,117,2013-12-20,2014-07-11,80
 cojune13coast.com,5,97,2013-07-31,2014-07-15,80
 e6yef.gorotza.biz,24,26,2014-05-04,2014-05-04,80
 getego.suroot.com,25,120,2014-02-28,2014-04-02,80
 gezi3389.3322.org,25,120,2014-02-22,2014-03-14,80
 ks.aspiretech.com,30,36,2012-08-03,2014-07-14,5721
 one9ingz.gicp.net,25,120,2014-03-14,2014-03-19,80
 ravingreyven.mobi,5,117,2014-06-13,2014-07-15,80
 web.rossoalice.it,35,59,2013-08-14,2014-06-13,80
 www.camersoft.com,35,87,2013-05-26,2014-05-15,80
 www.issuejeju.com,1,127,2012-07-21,2014-07-17,80
 zapmeto.zapto.org,1,80,2013-04-23,2014-07-13,103
 a1742.c.akamai.net,35,97,2012-08-14,2014-06-16,80
 appx.koreasys3.com,1,117,2013-10-07,2014-07-03,80
 clippico.zapto.org,1,82,2013-05-08,2014-07-04,33881
 creativegalaxy.com,28,23,2014-02-09,2014-04-14,443
 csapi.ad.anzhi.com,38,102,2014-07-15,2014-07-15,9999
 gsb1.wpc.v2cdn.net,35,127,2012-11-22,2014-06-15,80
 hyuuqbxykkac.co.uk,29,127,2014-05-04,2014-05-04,80
 lxuptcgjfjas.co.uk,29,127,2014-04-04,2014-04-04,80
 media.vitkvitk.com,5,122,2013-08-21,2014-07-15,80
 my.ncshelpdesk.com,30,21,2013-10-18,2014-04-02,5721
 oneathleticmom.com,1,77,2012-06-10,2014-06-11,80
 qqguanjia.3322.org,1,112,2014-02-04,2014-07-02,1020 8250
 s.downloadnow1.com,35,97,2012-12-17,2014-05-20,80
 update.2010103.com,35,69,2013-07-10,2014-06-16,808 80
 www.mediahuman.com,35,95,2012-12-08,2014-05-16,80
 www.whatismyip.com,17,120,2010-09-24,2014-07-16,80
 xemmhsdymxqf.co.uk,29,127,2014-05-04,2014-05-04,80
 0ab1a.api.socdn.com,5,72,2014-06-19,2014-07-14,80
 102d6.api.socdn.com,5,72,2014-06-24,2014-07-05,80
 43b66.api.socdn.com,5,27,2014-06-22,2014-07-12,80
 45443416.qseach.com,1,120,2012-07-30,2012-07-30,80
 91511846.qseach.com,1,120,2014-07-11,2014-07-11,80
 aac05.api.socdn.com,5,112,2014-06-20,2014-07-14,80
 cf273.api.socdn.com,5,117,2014-06-20,2014-07-14,80
 chan4chan.no-ip.biz,1,122,2013-08-03,2013-08-26,1604
 dark2611.webatu.com,1,90,2014-05-05,2014-05-05,21
 freemediacodecs.com,35,111,2013-10-07,2014-06-01,80
 gimp.sd.softonic.it,5,35,2013-12-04,2014-07-14,80
 mirrors.neterra.net,35,69,2013-12-09,2014-06-15,80
 nano71000.zapto.org,25,120,2014-03-27,2014-03-28,81
 redfieldplugins.com,35,113,2013-01-03,2014-01-28,80
 romanskorter150.com,28,98,2014-06-04,2014-06-18,443
 staticrr.tgusrv.com,1,127,2013-05-22,2014-07-16,80
 susanfeigenbaum.com,7,107,2014-02-08,2014-07-12,80
 usoeyvfjojprk.co.uk,29,127,2014-04-04,2014-04-04,80
 windows7max.clan.su,27,124,2014-03-18,2014-07-11,80
 xf29300.webkeke.com,1,30,2014-04-30,2014-04-30,6668
 196732998.qseach.com,1,120,2014-07-11,2014-07-11,80
 23612d.api.socdn.com,5,112,2014-07-03,2014-07-14,80
 468218684.qseach.com,1,120,2014-07-07,2014-07-07,80
 79c7fe.api.socdn.com,5,90,2014-07-10,2014-07-10,80
 c822ed.api.socdn.com,5,127,2014-07-03,2014-07-16,80
 cdnus.bitlordapp.com,35,123,2013-09-17,2014-06-15,80
 cliftonphotostat.com,1,102,2013-01-11,2014-06-21,80
 dc53b7.api.socdn.com,5,77,2014-07-07,2014-07-07,80
 downloadserver38.com,35,125,2014-04-06,2014-06-14,80
 eoenstks1.cafe24.com,35,125,2014-05-17,2014-06-04,80
 fc4e74.api.socdn.com,5,92,2014-07-09,2014-07-14,80
 keftmpgvjdtbem.co.uk,29,127,2014-04-04,2014-04-04,80
 koringapvp.no-ip.org,1,62,2014-04-05,2014-07-04,1111
 maguishop.besaba.com,1,52,2014-05-03,2014-07-06,80
 olivares2006.noip.es,9,81,2012-02-19,2014-06-01,32000 6667
 portuguese.eazel.com,5,45,2011-08-07,2014-06-03,80
 r2.thefilesare1.info,5,117,2014-04-14,2014-05-28,80
 secured-download.com,35,79,2013-08-23,2014-05-18,80
 transaerosystems.com,29,123,2014-06-18,2014-06-18,80
 wegs.zavoddebila.com,9,105,2012-10-23,2014-06-13,33333
 www.ies.alexu.edu.eg,1,82,2014-07-04,2014-07-04,80
 yypay.api.yypush.com,37,122,2014-07-14,2014-07-15,80
 errors.statsmyapp.com,5,57,2013-08-04,2014-07-07,80
 hiiiiiiii.zaberno.com,29,127,2013-12-01,2014-03-28,6943 80 6939
 iqlxoleskudojwf.co.uk,29,127,2014-05-25,2014-05-26,80
 jktlguslfhcwqkmai.com,1,52,2012-02-01,2014-06-26,443
 secureweb5ervice5.net,29,39,2014-01-26,2014-07-06,8080
 apartments-gurgaon.com,28,99,2014-02-05,2014-06-17,443
 dl25.centerinstall.net,35,93,2014-03-29,2014-06-12,80
 e2256.d.akamaiedge.net,35,51,2013-08-06,2014-06-11,80
 e7291.b.akamaiedge.net,35,103,2014-05-09,2014-05-25,80
 express-shippingus.biz,28,96,2014-06-06,2014-06-15,443
 freelivetvsoftware.com,35,111,2013-10-12,2014-06-01,80
 livedns.redirectme.net,25,120,2014-03-17,2014-04-05,80
 pes.sd.softonic.com.br,5,35,2012-07-30,2014-04-15,80
 stats.oneinstaller.com,5,127,2013-02-24,2014-07-14,80
 www.eliteprotector.com,24,44,2014-04-25,2014-04-25,80
 www.lodgedolphin.co.uk,1,25,2013-03-15,2014-07-12,80
 www.speedmanager.co.kr,24,45,2013-10-06,2014-01-29,80
 ddd.paintballlingco.net,29,50,2014-06-04,2014-06-04,
 messina-and-messina.com,1,82,2014-07-04,2014-07-08,80
 srv2.touslesdrivers.com,35,77,2013-04-24,2014-06-11,80
 x0r.xxxisniperixxx.info,9,59,2012-09-27,2014-05-10,6667
 yourmirabelladirect.com,29,71,2014-04-28,2014-04-28,
 zipperbitdownloader.com,1,75,2014-07-03,2014-07-08,80
 1c520.perfectchoice1.com,29,100,2014-04-23,2014-06-15,
 1f9bc.perfectchoice1.com,29,100,2014-04-14,2014-05-25,
 2015d.perfectchoice1.com,29,50,2014-05-25,2014-05-25,
 mixxx.sd.nl.softonic.com,5,45,2014-04-19,2014-06-15,80
 mystart.toolbarstart.com,35,93,2014-04-12,2014-05-25,80
 s159260531.onlinehome.us,35,95,2014-02-04,2014-02-04,80
 schooledu.redirectme.net,25,120,2014-06-25,2014-06-25,7474
 secure.oi-installer8.com,5,77,2013-01-15,2014-07-08,80
 secure.pn-installer3.com,35,123,2014-02-17,2014-06-13,80
 update.vaccinelite.co.kr,24,36,2013-07-03,2014-05-14,80
 activationstate.sytes.net,25,120,2014-05-26,2014-05-26,80
 icqredirect.egslb.aol.com,19,111,2013-05-10,2014-06-15,80
 mediacoder.sd.softonic.jp,5,57,2014-06-18,2014-06-18,80
 pdf995.sd.en.softonic.com,5,85,2012-06-26,2014-06-08,80
 winamp.sd.nl.softonic.com,5,92,2012-08-01,2014-07-07,80
 www.olddanild.runhost.net,1,92,2013-12-07,2014-06-06,80
 ayb.host-domain-lookup.com,5,117,2013-07-02,2014-07-15,80
 download1837.mediafire.com,35,92,2014-03-06,2014-03-06,80
 firefox.ud.en.softonic.com,5,122,2013-08-09,2014-07-10,80
 teamviewer.sd.softonic.com,5,117,2014-01-29,2014-07-15,80
 www.h7smcnrwlsdn34fgv.info,1,117,2011-08-24,2014-07-16,80
 1.inst.securedownlaoder.com,5,92,2014-04-03,2014-07-12,80
 2acc8-downloads.phpnuke.org,28,123,2014-06-02,2014-06-19,443
 azure.download.pdfforge.org,35,87,2013-12-18,2014-06-19,80
 bruteforcer.sd.softonic.com,5,107,2014-02-28,2014-07-07,80
 cacaoweb.sd.en.softonic.com,5,22,2014-06-16,2014-06-26,80
 d3987000000000000033ddd.com,1,72,2012-09-30,2014-06-07,443
 disk-speedup.sd.softonic.fr,5,82,2014-07-08,2014-07-08,80
 i9o0bur3b8.pirozhkovaja.org,1,22,2013-11-22,2014-06-26,8000
 mnuwgalrtobyhinvfyvlvtdn.ru,29,127,2014-06-01,2014-06-06,80
 virtual-vcr.sd.softonic.com,5,77,2013-04-24,2014-07-07,80
 virtualdub-1.sd.softonic.fr,5,77,2014-07-06,2014-07-07,80
 dmrm038s4vkzd.cloudfront.net,35,103,2012-09-29,2014-05-08,80
 keza435zz6.konditerskaja.org,1,22,2013-10-23,2014-06-26,8000
 l4920.nb.host192-168-1-2.com,1,87,2013-12-12,2014-05-06,80
 tweetdeck.sd.en.softonic.com,5,122,2012-07-30,2014-07-15,80
 inst.vertitechnologygroup.com,5,102,2013-08-04,2014-07-15,80
 l26682.nb.host192-168-1-2.com,1,90,2014-05-08,2014-05-08,80
 q21.nb.host-domain-lookup.com,1,120,2014-05-04,2014-05-04,80
 aiobamjnmjvsircmorqsmvsuwdi.ru,29,85,2014-06-01,2014-06-05,80
 m208.nb.host-domain-lookup.com,1,120,2014-07-01,2014-07-01,80
 my-free-mahjong.sd.softonic.it,5,117,2013-05-31,2014-07-15,80
 photocopier.sd.en.softonic.com,5,117,2014-07-15,2014-07-15,80
 wsovszbjngimdl01.dns.iqiyi.com,35,103,2013-03-26,2014-05-04,80
